v1,v2,v3,v4,v5
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,Hey darlin.. i can pick u up en la universidad si u me diga wen & dónde 2 mt.. amor Pete xx,,
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!","Llama a 09094100151 para usar las minas de ur! Llamadas de 10p/min (mob varía). Servicio proporcionado por AOM, sólo GBP5/mes. AOM Box61,M60 1ER hasta u stop. Edades 18+ sólo!",,
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...","Oh... yo estaba thkin de goin yogasana a 10 den no nd para ir a 3 den puede apresurarse a parco 4 nb... Okie lor, u llamarme cuando está listo...",,
ham,Y so late but i need to go n get da laptop...,Y tan tarde pero necesito ir n get da laptop...,,
ham,"Sir, I am waiting for your mail.","Señor, estoy esperando tu correo.",,
ham,.Please charge my mobile when you get up in morning.,"Por favor, carga mi móvil cuando te levantes por la mañana.",,
ham,"Nothing, i got msg frm tht unknown no..","Nada, yo tengo msg frm tht desconocido no...",,
ham,Ugh fuck it I'm resubbing to eve,Ugh fuck it I'm resubbing para eve,,
ham,He didn't see his shadow. We get an early spring yay,No vio su sombra.Tenemos una primavera temprana yay,,
ham,I did. One slice and one breadstick. Lol,Yo lo hice.Una seta y un pañuelo. lol,,
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...","Te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero, te quiero...",,
ham,Is there any training tomorrow?,¿Hay entrenamiento mañana?,,
spam,"URGENT! Your mobile No *********** WON a �2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","URGENTE! Tu móvil No *********** WON un premio de llamador de bonificación de 2.000 en 02/06/03! ¡Este es el segundo intento de llegar a TI! Llama 09066362220 ASAP! BOX97N7QP, 150ppm",,
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,Pasar dis a todos los contactos ur n ver wat u get! Red;i'm en luv wid u. Blue;u poner una sonrisa en mi cara. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz give me one color,,
ham,Cos daddy arranging time c wat time fetch �_ mah...,Cos papá arreglar el tiempo c wat el tiempo...,,
ham,Then. You are eldest know.,Tú eres el más viejo que sepa.,,
ham,Who's there say hi to our drugdealer,Quien está ahí dice hola a nuestro narcotraficante,,
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,"Todo el mundo puede mentir, pero piense dos veces antes de decirme algo.",,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ","Eerie Nokia tones 4u, rply TONE TITLE a 8007 eg TONE DRACULA a 8007 Títulos: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",,
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,Texto su edad seguido por su GENDER como wither M o F E.G.23F. Para los hombres homosexuales texto su edad seguido por un G. e.g.23G.,,
ham,Good night my dear.. Sleepwell&amp;Take care,Buenas noches mi querido.Sleepwell&amp;Take Care,,
ham,That is wondarfull song,Es una canción maravillosa,,
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop","FreeMsg: Reclame ur 250 mensajes SMS-Texto OK a 84025 ahora!Use web2mobile 2 ur mates etc. Únete a Txt250.com para 1.50p/wk. T&C BOX139, LA32WU.",,
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,"Y es que, en realidad, estamos muy rápidos... Cos da ge slow wat... Haha...",,
ham,Must come later.. I normally bathe him in da afternoon mah..,Debería venir más tarde... Normalmente lo baño en da tarde mah..,,
ham,"Trust me. Even if isn't there, its there.","Confía en mí, aunque no esté ahí, está ahí.",,
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,Hey hun-onbus goin 2 se reúne con él. quiere 2go out 4a comida pero yo donyt siento como es cuz tener 2 get last bus home!But hes sweet latelyxxx,,
spam,85233 FREE>Ringtone!Reply REAL,85233 GRATUITO>Ringtone!Responder REAL,,
ham,I can take you at like noon,Te puedo llevar al mediodía,,
ham,Where is it. Is there any opening for mca.,¿Dónde está? ¿hay alguna apertura para la mca.,,
ham,I'm aight. Wat's happening on your side.,"Tengo ocho años, ¿qué está sucediendo a tu lado?",,
ham,I'm done oredi...,Estoy hecho oredi...,,
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...","Tú también eres dulce, princesa. Por favor, cuéntanme tus gustos y desgustos en la cama.",,
ham,How are you. Wish you a great semester,¿Cómo te sientes? te deseo un buen semestre,,
ham,Moji i love you more than words. Have a rich day,"Moji, te amo más que palabras.Que tengas un rico día",,
ham,Dude how do you like the buff wind.,Dude como te gusta el viento buff.,,
ham,\alright babe,Muy buena babe,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,¡Bien hecho Inglaterra! Obtenga el sonido poli oficial o bandera de color en yer mobile! text TONE o FLAG a 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX 1.50,,
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.","No soy. no puedo darte todo lo que quieres y necesitas. en realidad podrías hacer mejor para ti mismo en yor por ti mismo - tienes más dinero que yo. no puedo conseguir trabajo, no puedo conseguir un hombre, no puedo pagar el alquiler, ni siquiera puedo llenar mi tanque de gas. sí, estoy estresado y deprimido. ni siquiera llamé a casa para el día de las gracias.",,
ham,S:-)kallis wont play in first two odi:-),S :-) Kallis wont jugar en los dos primeros odi :-),,
ham,Then get some cash together and I'll text jason,Entonces haz un poco de dinero juntos y voy a escribir a Jason,,
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me","Oh, mi amor, es tan bueno escuchar de ti. Omg te he perdido tanto hoy. lo siento por tener problemas con el proveedor pero gracias por tmingme",,
spam,"Final Chance! Claim ur �150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Subs 16","Final Chance! Reivindica 150 bonos de descuento hoy! Text YES a 85023 ahora! SavaMob, miembro ofrece móvil! T Cs SavaMob POBOX84, M263UZ. 3.00 Subs 16",,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,PRIVADO! Tu declaración de cuenta de 2004 para 07742676969 muestra 786 puntos de bonificación no rescatados. Para reclamar llamando 08719180248 Código de identificación: 45239 Expira,,
ham,"Probably, want to pick up more?","Probablemente, quiere recoger más?",,
ham,I'm done...,Estoy hecho...,,
ham,Are you the cutest girl in the world or what,¿Eres la chica más guapa del mundo o qué?,,
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?","No dice, clase de arte 6 a 9 :( gracias, aunque. ¿Alguna idea a qué hora debo venir mañana?",,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","Servicios de SMS. para sus créditos de texto incluyentes, pls goto www.comuk.net login= ***** cancelar suscripción con STOP. sin cargo adicional. ayuda:08700469649. PO BOX420. IP4 5WE",,
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡,,
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,¿Puedo comprar un billete de 530 €? ¿Puedo comprar un billete de 530 €? ¿Qué hacer ahora?,,
ham,Audrie lousy autocorrect,Audrie Lousy en Autocorrect,,
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,Es un sitio para simular la prueba. sólo le da preguntas muy difíciles para probar su preparación.,,
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,De todos modos me golpeó seriamente cuando estás de vuelta porque de lo contrario tengo que iluminar con armand y él siempre tiene mierda y / o está vomitando,,
ham,I fetch yun or u fetch?,¿Tengo o no tengo un huevo?,,
ham,Thank you. I like you as well...,"Gracias, a ti también me gustas...",,
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?","Hmmm... Y imagínate después de haber vuelto a casa de tener que frotar mis pies, hacerme cenar y ayudarme a prepararme para mi cita!",,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk","FREE2DAY sexy St George's Day foto de Jordania!Txt PIC a 89080 no te pierdas, entonces cada semana una sopa celeb!4 más imágenes c PocketBabe.co.uk 0870241182716 3/wk",,
ham,Lara said she can loan me  &lt;#&gt; .,Lara dijo que ella puede prestarme &lt;#&gt;.,,
ham,Do we have any spare power supplies,¿Tenemos suministros de energía,,
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,Yar él bastante inteligente pero a pesar de muchas suposiciones de ellos. Él me pidió 2 traer pero yo no estoy tan dispuesto 2 ir.,,
spam,You are a winner you have been specially selected to receive �1000 cash or a �2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,Usted es un ganador que ha sido especialmente seleccionado para recibir 1000 en efectivo o un premio de 2000. Habla con un operador en vivo para reclamar la llamada 087123002209am-7pm.,,
ham,"Yeah, don't go to bed, I'll be back before midnight","No vayas a la cama, volveré antes de la medianoche",,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","Sunshine Hols. Para reclamar ur med holiday envíe un envase de auto-dirección estampado a Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Comienza el Sábado!",,
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,"Bueno, yo no estaba disponible, porque la noche pasada me burlaba, así que tenían que preguntar a Nickey Platt en lugar de mí!",,
ham,"It's that time of the week again, ryan","Es esa hora de la semana de nuevo, Ryan",,
ham,Wish u many many returns of the day.. Happy birthday vikky..,Te deseo muchos retornos del día.. Feliz cumpleaños vikky..,,
spam,"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U puede WIN 100 de Music Gift Vouchers cada semana a partir de NOW Txt la palabra DRAW a 87066 TsCs www.Idew.com SkillGame, 1Winaweek, edad16. 150ppermessSubscription",,
ham,I hope you know I'm still mad at you.,Espero que sepas que todavía estoy loca de ti.,,
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at","Argh mi 3g es mancha, de todos modos lo único que recuerdo de la investigación que hicimos fue que la provincia y la libra esterlina fueron los únicos lugares sin problemas que miramos",,
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),En jam hall niño preguntó a la chica me dice el término de inicio para dis respuesta que puedo den manejar por mí mismo Después de mucha vacilación no mirarse en torno silenciosamente ella dijo EL! intha ponnungale ipaditan;),,
ham,Do you know when the result.,¿Sabes cuándo el resultado?,,
spam,+123 Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Felicitaciones - en el sorteo de esta semana u han ganado el premio 1450 para reclamar sólo llamar 09050002311 b4280703. T&Cs/stop SMS 08718727868. Más de 18 sólo 150ppm,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""","Lea cuidadosamente: ""Nuestro corazón siente luz cuando alguien está en él, pero se siente muy pesado cuando alguien lo deja"".",,
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Lo siento por levantarme ahora, me siento realmente mal- totalmente rechazado esa cosa que me parecía.",,
ham,You do got a shitload of diamonds though,¿Tienes una merda de diamantes,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessy..pls me hacen un favor. pls transmitir mis deseos de cumpleaños a Nimya..pls dnt olvidarlo. Hoy es su cumpleaños Shijas,,
ham,Well I'm going to be an aunty!,¡Voy a ser una tía!,,
ham,Mine here like all fr china then so noisy.,Como todos los chinos entonces tan ruidosos.,,
ham,Later i guess. I needa do mcat study too.,Yo también creo que necesito hacer un estudio de MCAT.,,
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),S... desde el manual de capacitación que muestra no hay proceso técnico:)es todo sobre la restauración de contraseña y la resolución de problemas:),,
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,"Su cupón B4U w/c 27/03 es MARSMS. Acceda a www.B4Utele.com para obtener un crédito de descuento. Para optar por no responder, llame al servicio de atención al cliente 08717168528",,
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.","Habló con el tío John hoy. Él siente fuertemente que usted necesita sacrificar para mantenerme aquí. Él va a llamarle. Cuando lo hace, le ruego que sólo escuche. No haga ninguna promesa o haga claro que las cosas no son fáciles. Y necesito que por favor deje que trabajemos las cosas. Mi creatividad será sufocada, así que por favor, simplemente mantenga feliz, no promesas de su parte.",,
ham,If he started searching he will get job in few days.he have great potential and talent.,"Si empieza a buscar, obtendrá trabajo en unos días, tiene un gran potencial y talento.",,
ham,"Carlos took a while (again), we leave in a minute","Carlos tomó un tiempo (de nuevo), nos vamos en un minuto",,
ham,Well done and ! luv ya all ,¡Bien hecho y! luv ya all,,
ham,Then why you came to hostel.,"Entonces, por qué has venido al hostal.",,
ham,K still are you loving me.,K sigue amándome.,,
ham,But i juz remembered i gotta bathe my dog today..,Pero yo ya recuerdo que hoy tengo que bañar a mi perro...,,
ham,After the drug she will be able to eat.,Después de la droga podrá comer.,,
ham,Alright took the morphine. Back in yo.,Entonces tomó la morfina y volvió a mí.,,
ham,You see the requirements please,Vea los requisitos por favor,,
ham,You stayin out of trouble stranger!!saw Dave the other day he��s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,You stayin out of trouble stranger!!så Dave el otro día que se ha ordenado ahora!todavía conmigo bloquear cuando u gona obtener una chica MR!ur mom todavía piensa que vamos a tener 2GETHA!,,
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,FreeMsg: Hey - Yo soy Buffy. 25 y me encanta satisfacer a los hombres. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Enviar parada para parar txts,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","Sunshine Hols. Para reclamar ur med holiday envíe un envase de auto-dirección estampado a Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Comienza el Sábado!",,
ham,So can collect ur laptop?,¿Puede recoger el laptop?,,
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.","Puede ser más tarde mostrar alrededor de 8-8:30 si desea + cld tener bebida antes. Wld prefiere no gastar dinero en nosh si no te importa, como haciendo que nxt wk.",,
ham,I will once i get home,Un día volveré a casa,,
ham,Waaaat?? Lololo ok next time then!,¡Lolo ok la próxima vez!,,
ham,"The table's occupied, I'm waiting by the tree","La mesa está ocupada, estoy esperando al lado del árbol",,
ham,I surely dont forgot to come:)i will always be in touch in with you:-),Siempre estaré en contacto contigo :) Siempre estaré en contacto contigo :),,
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,"Hola, devuélvanos nuestros documentos que enviamos por préstamo de STAPATI",,
ham,I dont have i shall buy one dear,"No tengo, voy a comprar un",,
ham,Oh god i am happy to see your message after 3 days,"Oh Dios, me alegro de ver tu mensaje después de 3 días",,
ham,What year. And how many miles.,¿Qué año? y cuántos kilómetros.,,
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,"¿Cómo va? aquí en WALLES su hija está bien. Hay como las colinas y la mierda, pero todavía me aventé a mí mismo.",,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","Triste historia de un Hombre - La semana pasada fue mi b'day. Mi esposa no me deseó. Mis padres no me olvidaron. Así que mis hijos. Me fui al trabajo. Incluso mis colegas no lo desearon. Cuando entré en mi cabina mi padre dijo: ""¡Happy B'day Boss!!"". me sentí especial. Ella me pidió 4 almuerzos. Después del almuerzo me invitó a su apartamento. Nos fuimos allí. Ella dijo: ""no me importa si me voy al dormitorio por un minuto?"" ""OK"", me sentí en un estado de ánimo sexy. Ella salió 5 minutos latr ancha un pastel...n Mi esposa, mis padres, mi niño, mis amigos n mis colegas. Todos gritando.. SURPRISE!! y yo estaba esperando en el sofá.......... 'NAKED...!",,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,Creo que deberías seguir el camino de la honestidad. llamar al banco mañana.Son las decisiones difíciles que nos hacen grandes personas.,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,GRATUITO para la 1a semana! No1 Nokia tono 4 ur mob cada semana sólo txt NOKIA a 87077 Get txting y tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,,
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,No. Su especialización no. Puede trabajar pero su trabajo esclavo. Buscará este mes sha cos no shakara 4 mendigo.,,
ham,Is she replying. Has boye changed his phone number,¿Está respondiendo? ha cambiado su número de teléfono,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","1) Ir a escribir msg 2) Poner en el modo Diccionario 3) Cubrir la pantalla con la mano, 4) Presionar &lt;#&gt;. 5)Remover suavemente la mano Ur..",,
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,Hola mi querido im en mi camino a Londres y acabamos de ser golpeados por otro conductor! y tienen un gran dent! im realmente falta u lo que has estado hasta? xxx,,
ham,"Nothing really, just making sure everybody's up to speed","Nada realmente, solo asegurarse de que todos estén a la velocidad",,
ham,I'm not coming home 4 dinner.,No vuelvo a casa a cenar.,,
ham,"Thank you. And by the way, I just lost.","Gracias, y por cierto, me he perdido.",,
ham,Yes.he have good crickiting mind,"Sí, él tiene una buena mente cricking",,
ham,Thx. All will be well in a few months,Thx. todo va a estar bien en unos meses,,
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, �500 Cash or �100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop till u Drop, IS IT YOU, ya sea 10K, 5K, 500 Cash o 100 Voucher de viaje, llame ahora, 09064011000. NTT PO Box CR01327BT fija de línea Costo 150ppm móvil varía",,
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,\CAN PLEASE PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,"U NO THECD ISV.IMPORTANT TOME 4 2MORO\""""",
ham,I wont. So wat's wit the guys,"Así que, ¿qué es lo que saben los chicos?",,
ham,Yavnt tried yet and never played original either,Yavnt probó todavía y nunca jugó el original tampoco,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",¿Has tenido un buen día? ¿Has hablado conmigo desde el fin de semana?,,
ham,See? I thought it all through,Yo lo pensé todo a través,,
ham,I'm at work. Please call,"Estoy en el trabajo, por favor llame",,
ham,get ready to moan and scream :),Prepárate para gritar y gritar :),,
ham,Oh k :)why you got job then whats up?,"K: ¿Por qué has tenido un trabajo, entonces qué?",,
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",No tienes que salir tan tarde en una noche de escuela.Especialmente cuando la clase que tienes es la que perdió el miércoles pasado y probablemente falló en una prueba el viernes.,,
ham,And popping &lt;#&gt; ibuprofens was no help.,Y popping &lt;#&gt; ibuprofeno no fue de ayuda.,,
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea","Baby! ¿Cómo va ese día? ¿Qué estás haciendo? ¿Dónde estás? - Yo siento mi cappuccino y pienso en ti, mi amor... Te envío un beso desde el otro lado del mar.",,
ham,Ok.,En todo caso.,,
ham,PS U no ur a grown up now right?,"P.S. No hay que crecer ahora, ¿verdad?",,
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","Chinatown got porridge, arroz de claypot, pastel de jam, pollo de cabeza de pescado... O comemos barato den go café n tok o go nydc o somethin...",,
ham,I know a few people I can hit up and fuck to the yes,Conozco a unas pocas personas que puedo golpear y engañar al sí,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,La pureza de la amistad entre dos no se trata de sonreír después de leer el mensaje transmitido.,,
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,"Entonces, ¿hay algo específico que deba hacer con respecto a jaklin o qué porque idk lo que la mierda",,
ham,Oh god. I'm gonna Google nearby cliffs now.,¡Oh Dios! ahora voy a googlear los acantilados cercanos.,,
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,Teléfonos de cámara GRATUITOS con linealidad desde 4.49/mes con 750 mins ntwk cruzados. 1/2 precio txt bundle ofertas también avble. llamar 08001950382 o call2optout/J MF,,
ham,Yup i shd haf ard 10 pages if i add figures... �� all got how many pages?,Yup i shd haf ard 10 páginas si añado números... todos cuántas páginas han obtenido?,,
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ","Ooh, 4got, voy a empezar a bailar abdomen en moseley weds 6.30 si usted quiere 2 unirse a mí, también tienen un café.",,
ham,Thankyou so much for the call. I appreciate your care.,Muchas gracias por la llamada.Agradezco su atención.,,
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,Congrats!Tratar pending.i no estoy en correo por 2 días.will correo una vez thru.Respect madre en home.check mails.,,
ham,I called but no one pick up e phone. I ask both of them already they said ok.,Llamé pero nadie recogió el teléfono. les pregunto a ambos ya que dijeron que está bien.,,
ham,Hi my email address has changed now it is ,Hola mi dirección de correo electrónico ha cambiado ahora es,,
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""","V-alegable. A-feccionado. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-natural. E-namous. Feliz \VALENTINES DAY\"" en adelante""",,
ham,"Not much, just some textin'. How bout you?","No mucho, sólo un poco de texto. -¿Cómo te golpeas?",,
ham,Bring it if you got it,Trae si lo tienes,,
ham,I'm in a movie. Call me 4 wat?,Estoy en una película. llámame 4 wat?,,
ham,Not sure I have the stomach for it ...,No sé si tengo el estómago para eso.,,
ham,Haha... can... But i'm having dinner with my cousin...,Haha... puede... pero estoy teniendo cena con mi primo...,,
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""","Un niño llegó tarde a casa 2 Su padre: \POWER OF FRNDSHIP\""",,
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)","(Y mi marido Carlos definitivamente viene por ti esta noche, sin excusas)",,
ham,soon you will have the real thing princess! Do i make you wet? :),Pronto tendrás la verdadera cosa princesa! ¿te hago mollado? :),,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Raji..pls me hacen un favor. Pls transmiten mis deseos de cumpleaños a Nimya. Pls. Hoy es su cumpleaños.,,
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?","Haha, mis piernas y mi cuello me están matando y mis amigos están esperando terminar la noche con una quemadura, ¿pensas que podría pasar por dentro como una hora?",,
spam,"URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","URGENTE! tu móvil No 07xxxxxxxxx ganó un premio de llamador de bonificación de 2.000 € el 02/06/03! este es el segundo intento de llegar a TI! llamar 09066362231 ASAP! BOX97N7QP, 150PPM",,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,"Por lo general, el cuerpo se ocupa de comprar asegurándose de que no progrese. ¿Podemos continuar esta conversación el sábado?",,
spam,"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins","URGENTE!! Su 4* Costa Del Sol vacaciones o 5000 espera colección. llamar 09050090044 Ahora aClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost 1.50/pm, Max10mins",,
ham,"Hmm well, night night ","Hm bien, la noche",,
ham,Just wanted to say holy shit you guys weren't kidding about this bud,Sólo quería decir santa mierda que los chicos no estaban bromeando sobre este chico,,
